millis,lat,lon,sat,alt,data,hora,altp,p,ax,ay,az,gx,gy,gz,pqd
54681,-22.590944,-42.764538,12,11.80,2025/6/2,13:30:59,0.35,1026.53,0.65,9.52,-0.59,0.09,-0.32,0.24,0
54930,-22.590945,-42.764538,12,11.80,2025/6/2,13:31:0,0.61,1026.50,0.81,9.45,-0.38,0.10,0.28,-0.16,0
55285,-22.590945,-42.764538,12,11.90,2025/6/2,13:31:0,0.48,1026.51,0.69,9.82,-0.46,-0.07,0.20,0.04,0
55532,-22.590945,-42.764538,12,11.90,2025/6/2,13:31:0,0.48,1026.51,0.71,9.38,-0.60,-0.21,0.23,0.17,0
55778,-22.590945,-42.764538,12,11.90,2025/6/2,13:31:0,0.42,1026.52,0.99,9.83,-0.22,0.03,0.16,0.02,0
56020,-22.590944,-42.764538,12,11.80,2025/6/2,13:31:1,0.40,1026.52,0.99,9.04,-0.50,0.04,0.42,0.10,0
56269,-22.590944,-42.764538,12,11.80,2025/6/2,13:31:1,0.41,1026.52,0.71,9.48,-0.28,-0.01,-0.04,-0.16,0
56526,-22.590944,-42.764538,12,11.80,2025/6/2,13:31:1,0.32,1026.53,0.98,9.26,-0.33,-0.02,0.49,0.03,0
56815,-22.590944,-42.764538,12,11.80,2025/6/2,13:31:1,0.22,1026.54,0.46,9.12,0.08,-0.21,0.50,-0.11,0
57037,-22.590945,-42.764538,12,11.80,2025/6/2,13:31:2,0.33,1026.53,-0.10,8.76,0.27,0.20,0.86,-0.10,0
57267,-22.590945,-42.764538,12,11.80,2025/6/2,13:31:2,0.20,1026.55,-0.73,8.88,0.68,-0.40,0.35,-0.21,0
57501,-22.590945,-42.764538,12,11.80,2025/6/2,13:31:2,0.23,1026.55,-1.27,10.45,1.56,-0.39,0.00,-0.44,0
57749,-22.590945,-42.764538,12,11.80,2025/6/2,13:31:2,0.15,1026.55,-1.83,11.79,2.16,-0.32,0.01,0.14,0
57975,-22.590944,-42.764537,12,11.40,2025/6/2,13:31:3,-0.09,1026.58,-1.51,10.90,1.90,0.40,-0.45,0.27,0
58215,-22.590944,-42.764537,12,11.40,2025/6/2,13:31:3,0.05,1026.57,-0.71,8.74,1.75,0.71,-0.61,0.37,0
58451,-22.590944,-42.764537,12,11.40,2025/6/2,13:31:3,0.31,1026.53,-0.18,8.37,0.35,0.06,-1.11,-0.29,0
58687,-22.590944,-42.764537,12,11.40,2025/6/2,13:31:3,0.34,1026.53,-0.59,8.46,-0.06,0.00,-0.71,-0.51,0
58933,-22.590943,-42.764536,12,11.40,2025/6/2,13:31:4,0.25,1026.54,-1.75,9.50,0.08,0.01,-0.46,-0.22,0
59269,-22.590943,-42.764536,12,11.60,2025/6/2,13:31:4,0.10,1026.56,-2.14,8.99,0.18,0.07,-0.42,-0.24,0
59502,-22.590943,-42.764536,12,11.60,2025/6/2,13:31:4,0.33,1026.53,-3.21,8.87,0.37,0.07,-0.02,-0.15,0
59731,-22.590943,-42.764536,12,11.60,2025/6/2,13:31:4,0.44,1026.52,-3.25,9.25,0.44,-0.09,-0.13,-0.12,0
59974,-22.590943,-42.764535,12,11.60,2025/6/2,13:31:5,0.33,1026.53,-6.77,7.61,-2.44,0.17,-0.62,0.44,0
60202,-22.590943,-42.764535,12,11.60,2025/6/2,13:31:5,0.48,1026.51,-2.65,8.96,0.77,-0.11,-0.18,0.08,0
60434,-22.590943,-42.764535,12,11.60,2025/6/2,13:31:5,0.17,1026.55,-2.44,8.96,0.79,-0.04,-0.03,-0.23,0
60669,-22.590943,-42.764535,12,11.60,2025/6/2,13:31:5,0.21,1026.55,-2.71,8.73,0.72,0.01,0.09,-0.15,0
60904,-22.590942,-42.764536,12,11.60,2025/6/2,13:31:6,0.41,1026.52,-3.11,8.83,0.73,-0.00,0.11,-0.01,0
61143,-22.590942,-42.764536,12,11.60,2025/6/2,13:31:6,0.49,1026.51,-3.18,9.09,0.56,-0.01,0.17,0.20,0
61387,-22.590942,-42.764536,12,11.60,2025/6/2,13:31:6,0.35,1026.53,-3.38,8.62,0.34,0.04,0.09,-0.21,0
61628,-22.590942,-42.764536,12,11.60,2025/6/2,13:31:6,0.19,1026.55,-3.82,8.43,-0.03,-0.04,0.13,-0.09,0
61873,-22.590943,-42.764536,12,11.60,2025/6/2,13:31:7,0.40,1026.52,-4.21,8.52,0.04,-0.06,0.05,-0.13,0
62117,-22.590943,-42.764536,12,11.50,2025/6/2,13:31:7,0.44,1026.52,-4.35,8.05,0.07,-0.04,-0.08,-0.03,0
62365,-22.590943,-42.764536,12,11.50,2025/6/2,13:31:7,0.38,1026.53,-4.29,8.29,0.16,0.05,-0.10,0.10,0
62614,-22.590943,-42.764536,12,11.50,2025/6/2,13:31:7,0.38,1026.53,-4.71,8.22,0.16,-0.14,0.06,-0.29,0
62857,-22.590943,-42.764536,12,11.50,2025/6/2,13:31:8,0.35,1026.53,-4.75,7.73,0.23,-0.16,0.05,-0.10,0
63204,-22.590943,-42.764536,12,11.50,2025/6/2,13:31:8,0.36,1026.53,-4.58,8.15,0.22,-0.02,-0.09,0.32,0
63443,-22.590943,-42.764536,12,11.50,2025/6/2,13:31:8,0.28,1026.54,-3.95,8.93,0.40,0.04,-0.21,0.34,0
63683,-22.590943,-42.764536,12,11.50,2025/6/2,13:31:8,0.51,1026.51,-4.10,8.52,0.29,-0.10,-0.05,-0.26,0
63923,-22.590943,-42.764536,12,11.50,2025/6/2,13:31:9,0.21,1026.55,-4.02,8.40,0.48,0.02,0.06,-0.01,0
64170,-22.590943,-42.764536,12,11.40,2025/6/2,13:31:9,0.39,1026.52,-4.18,8.30,0.29,-0.03,-0.05,-0.01,0
64420,-22.590943,-42.764536,12,11.40,2025/6/2,13:31:9,0.40,1026.52,-3.82,8.65,0.41,-0.01,-0.14,0.19,0
64669,-22.590943,-42.764536,12,11.40,2025/6/2,13:31:9,0.68,1026.49,-3.23,8.77,0.65,0.17,-0.15,0.38,0
64915,-22.590943,-42.764536,12,11.40,2025/6/2,13:31:10,0.34,1026.53,-2.93,9.18,0.32,-0.10,0.10,0.24,0
65164,-22.590943,-42.764536,12,11.40,2025/6/2,13:31:10,0.36,1026.53,-2.00,9.35,0.47,-0.14,0.45,0.57,0
65413,-22.590943,-42.764536,12,11.40,2025/6/2,13:31:10,0.50,1026.51,-1.35,9.29,0.42,-0.10,0.22,0.09,0
65668,-22.590943,-42.764536,12,11.40,2025/6/2,13:31:10,0.50,1026.51,-1.68,9.49,0.56,-0.04,0.25,-0.30,0
65917,-22.590943,-42.764536,12,11.40,2025/6/2,13:31:11,0.48,1026.51,-2.38,9.07,0.68,0.06,0.15,0.09,0
66178,-22.590943,-42.764536,12,11.30,2025/6/2,13:31:11,0.36,1026.53,-2.18,9.58,0.33,-0.03,0.07,0.10,0
66430,-22.590943,-42.764536,12,11.30,2025/6/2,13:31:11,0.12,1026.56,-2.48,8.32,0.11,-0.03,0.10,0.15,0
66724,-22.590943,-42.764536,12,11.30,2025/6/2,13:31:11,-0.16,1026.59,-2.20,9.23,0.34,-0.06,-0.10,-0.03,0
66959,-22.590943,-42.764536,12,11.30,2025/6/2,13:31:12,0.23,1026.54,-2.23,9.51,-0.14,0.09,0.04,0.06,0
67295,-22.590943,-42.764536,12,11.30,2025/6/2,13:31:12,-0.10,1026.58,-2.40,9.09,0.07,-0.15,-0.04,-0.07,0
67530,-22.590943,-42.764536,12,11.30,2025/6/2,13:31:12,0.44,1026.52,-1.83,9.40,-0.01,-0.12,-0.02,0.22,0
67760,-22.590943,-42.764536,12,11.30,2025/6/2,13:31:12,0.12,1026.56,-1.71,9.41,0.30,0.10,-0.20,0.10,0
67991,-22.590943,-42.764536,12,11.20,2025/6/2,13:31:13,0.34,1026.53,-1.73,8.95,0.10,-0.01,-0.20,-0.05,0
68232,-22.590943,-42.764536,12,11.20,2025/6/2,13:31:13,0.13,1026.56,-1.46,9.46,0.38,-0.01,-0.17,-0.02,0
68462,-22.590943,-42.764536,12,11.20,2025/6/2,13:31:13,0.33,1026.53,-1.73,9.36,0.57,0.01,-0.06,0.13,0
68695,-22.590943,-42.764536,12,11.20,2025/6/2,13:31:13,0.22,1026.54,-1.55,9.35,0.23,0.07,0.03,0.12,0
68921,-22.590943,-42.764536,12,11.20,2025/6/2,13:31:14,0.63,1026.50,-1.47,9.52,0.19,-0.04,0.05,0.03,0
69157,-22.590943,-42.764536,12,11.20,2025/6/2,13:31:14,0.11,1026.56,-1.36,9.27,0.21,0.01,0.04,0.04,0
69395,-22.590943,-42.764536,12,11.20,2025/6/2,13:31:14,0.22,1026.55,-1.36,9.35,0.13,-0.02,0.02,0.02,0
69631,-22.590943,-42.764536,12,11.20,2025/6/2,13:31:14,0.24,1026.54,-1.42,9.39,0.08,-0.04,0.09,-0.03,0
69872,-22.590943,-42.764536,12,11.20,2025/6/2,13:31:15,0.25,1026.54,-1.39,9.29,0.24,-0.01,0.03,0.08,0
70113,-22.590943,-42.764536,12,11.20,2025/6/2,13:31:15,0.32,1026.53,-1.41,9.61,0.33,-0.04,0.39,0.19,0
70356,-22.590943,-42.764536,12,11.20,2025/6/2,13:31:15,0.33,1026.53,-1.03,9.79,-0.12,0.02,0.61,0.17,0
70592,-22.590943,-42.764536,12,11.20,2025/6/2,13:31:15,0.18,1026.55,-0.55,9.70,-0.12,-0.11,0.33,0.03,0
70834,-22.590943,-42.764536,12,11.20,2025/6/2,13:31:15,0.08,1026.56,-0.57,9.80,-0.08,-0.16,0.00,0.06,0
71179,-22.590943,-42.764535,12,11.30,2025/6/2,13:31:16,0.09,1026.56,-0.71,9.31,0.24,0.09,0.08,0.05,0
71412,-22.590943,-42.764535,12,11.30,2025/6/2,13:31:16,0.53,1026.51,-0.66,9.35,0.07,-0.07,0.11,0.12,0
71649,-22.590943,-42.764535,12,11.30,2025/6/2,13:31:16,0.15,1026.55,-0.58,9.53,-0.12,-0.08,0.05,-0.11,0
71883,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:17,0.34,1026.53,-0.74,9.64,0.11,0.05,-0.06,0.05,0
72122,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:17,0.39,1026.52,-0.84,9.36,0.01,0.01,-0.05,0.05,0
72367,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:17,0.41,1026.52,-0.80,9.56,-0.09,-0.07,-0.07,-0.01,0
72610,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:17,0.35,1026.53,-0.73,9.60,0.02,0.03,-0.04,0.02,0
72849,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:17,0.42,1026.52,-0.78,9.45,0.03,-0.03,-0.04,0.03,0
73101,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:18,0.14,1026.55,-0.79,9.49,-0.04,-0.03,0.01,-0.01,0
73351,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:18,0.27,1026.54,-0.73,9.51,-0.13,-0.03,-0.02,0.03,0
73604,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:18,0.09,1026.56,-0.76,9.54,0.04,-0.03,-0.05,0.03,0
73848,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:18,0.13,1026.56,-0.76,9.47,0.04,-0.06,0.00,0.03,0
74099,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:19,0.34,1026.53,-0.80,9.56,0.04,-0.03,-0.01,0.01,0
74351,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:19,0.32,1026.53,-0.74,9.45,0.10,-0.00,-0.03,0.05,0
74618,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:19,0.28,1026.54,-0.78,9.54,0.09,-0.04,-0.03,0.04,0
74871,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:20,0.37,1026.53,-0.70,9.55,0.08,-0.02,0.01,0.02,0
75222,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:20,0.14,1026.56,-0.67,9.48,0.19,-0.03,-0.02,0.04,0
75468,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:20,0.44,1026.52,-0.67,9.62,0.07,-0.02,-0.02,0.05,0
75717,-22.590944,-42.764535,12,11.30,2025/6/2,13:31:20,0.10,1026.56,-0.59,9.43,0.17,-0.04,-0.06,-0.00,0
75967,-22.590944,-42.764535,12,11.40,2025/6/2,13:31:21,0.11,1026.56,-0.68,9.61,0.10,0.10,-0.15,-0.01,0
76222,-22.590944,-42.764535,12,11.40,2025/6/2,13:31:21,-0.01,1026.57,-0.72,9.20,0.17,-0.04,-0.02,0.06,0
76473,-22.590944,-42.764535,12,11.40,2025/6/2,13:31:21,0.07,1026.56,-0.71,9.64,-0.01,-0.06,0.03,0.01,0
76764,-22.590944,-42.764535,12,11.40,2025/6/2,13:31:21,0.13,1026.56,-0.63,9.39,0.21,-0.03,0.05,0.06,0
77000,-22.590944,-42.764535,12,11.40,2025/6/2,13:31:22,0.13,1026.56,-0.68,9.46,-0.08,-0.04,-0.05,0.00,0
77237,-22.590944,-42.764535,12,11.40,2025/6/2,13:31:22,0.32,1026.53,-0.51,9.56,-0.02,-0.01,-0.12,-0.16,0
77473,-22.590944,-42.764535,12,11.40,2025/6/2,13:31:22,0.20,1026.55,-0.80,9.27,0.19,0.08,0.03,0.35,0
77702,-22.590944,-42.764535,12,11.40,2025/6/2,13:31:22,0.32,1026.53,-0.52,9.22,-0.42,-0.11,-0.02,-0.09,0
77933,-22.590944,-42.764535,12,11.40,2025/6/2,13:31:23,0.30,1026.53,-0.62,9.33,-0.32,0.05,0.02,0.02,0
78168,-22.590944,-42.764535,12,11.40,2025/6/2,13:31:23,0.21,1026.55,-0.66,9.28,-0.20,-0.12,-0.05,0.05,0
78409,-22.590944,-42.764535,12,11.40,2025/6/2,13:31:23,0.10,1026.56,-0.69,9.58,-0.04,0.04,0.02,0.04,0
78641,-22.590944,-42.764535,12,11.40,2025/6/2,13:31:23,0.00,1026.57,-0.48,9.44,0.09,-0.09,-0.04,-0.00,0
78885,-22.590944,-42.764535,12,11.40,2025/6/2,13:31:24,0.25,1026.54,-0.66,9.57,0.02,-0.06,-0.12,0.10,0
79227,-22.590944,-42.764535,12,11.50,2025/6/2,13:31:24,0.05,1026.57,-0.37,9.52,0.08,-0.10,0.09,-0.05,0
79463,-22.590944,-42.764535,12,11.50,2025/6/2,13:31:24,0.42,1026.52,-0.60,9.46,-0.18,0.12,-0.17,0.18,0
79698,-22.590944,-42.764535,12,11.50,2025/6/2,13:31:24,0.29,1026.54,-0.67,9.30,-0.13,0.03,-0.19,0.04,0
79936,-22.590944,-42.764535,12,11.50,2025/6/2,13:31:25,0.43,1026.52,-0.36,10.06,-0.08,-0.10,-0.22,-0.08,0
80173,-22.590944,-42.764535,12,11.50,2025/6/2,13:31:25,0.32,1026.53,-0.30,9.40,-0.07,0.07,-0.33,-0.01,0
80409,-22.590944,-42.764535,12,11.50,2025/6/2,13:31:25,0.31,1026.53,-0.40,9.61,-0.12,0.04,-0.28,0.00,0
80647,-22.590944,-42.764535,12,11.50,2025/6/2,13:31:25,0.26,1026.54,-0.63,9.67,0.16,-0.05,-0.18,0.01,0
80890,-22.590943,-42.764536,12,11.50,2025/6/2,13:31:26,0.15,1026.55,-0.91,9.38,0.08,-0.01,-0.09,0.02,0
81131,-22.590943,-42.764536,12,11.60,2025/6/2,13:31:26,0.13,1026.56,-0.86,9.65,0.45,0.10,-0.18,-0.04,0
81374,-22.590943,-42.764536,12,11.60,2025/6/2,13:31:26,0.16,1026.55,-0.73,9.27,-0.06,-0.06,0.05,0.03,0
81618,-22.590943,-42.764536,12,11.60,2025/6/2,13:31:26,0.24,1026.54,-0.85,9.51,0.12,-0.08,0.04,0.05,0
81858,-22.590943,-42.764536,12,11.60,2025/6/2,13:31:26,0.19,1026.55,-0.88,9.51,0.13,-0.07,-0.05,0.03,0
82104,-22.590943,-42.764537,12,11.70,2025/6/2,13:31:27,0.38,1026.53,-0.72,9.33,0.09,-0.03,0.06,-0.05,0
82359,-22.590943,-42.764537,12,11.70,2025/6/2,13:31:27,0.18,1026.54,-0.76,9.43,0.24,-0.01,-0.07,0.09,0
82608,-22.590943,-42.764537,12,11.70,2025/6/2,13:31:27,0.24,1026.54,-0.85,9.47,0.22,-0.02,-0.05,0.06,0
82860,-22.590943,-42.764538,12,11.70,2025/6/2,13:31:28,0.15,1026.55,-0.71,9.45,0.27,-0.01,0.00,0.01,0
83218,-22.590943,-42.764538,12,11.70,2025/6/2,13:31:28,0.06,1026.56,-0.75,9.59,0.34,-0.04,-0.02,0.07,0
83467,-22.590943,-42.764538,12,11.70,2025/6/2,13:31:28,0.06,1026.56,-0.73,9.42,0.28,-0.03,0.03,-0.01,0
83709,-22.590943,-42.764538,12,11.70,2025/6/2,13:31:28,0.08,1026.56,-0.69,9.58,0.30,-0.04,-0.03,0.08,0
83951,-22.590943,-42.764538,12,11.70,2025/6/2,13:31:29,0.03,1026.57,-0.65,9.46,0.40,-0.03,-0.01,0.05,0
84197,-22.590943,-42.764538,12,11.70,2025/6/2,13:31:29,0.11,1026.56,-0.59,9.58,0.39,-0.05,0.01,0.05,0
84440,-22.590943,-42.764538,12,11.70,2025/6/2,13:31:29,0.04,1026.57,-0.52,9.63,0.39,-0.01,0.04,0.03,0
84683,-22.590943,-42.764538,12,11.70,2025/6/2,13:31:29,0.24,1026.54,-0.51,9.58,0.34,-0.01,-0.04,0.03,0
84933,-22.590942,-42.764538,12,11.70,2025/6/2,13:31:30,0.14,1026.55,-0.67,9.62,0.31,0.01,-0.04,-0.01,0
85185,-22.590942,-42.764538,12,11.70,2025/6/2,13:31:30,0.22,1026.54,-0.70,9.46,0.33,-0.01,-0.04,0.00,0
85437,-22.590942,-42.764538,12,11.70,2025/6/2,13:31:30,0.03,1026.57,-0.63,9.41,0.27,-0.02,0.01,0.01,0
85682,-22.590942,-42.764538,12,11.70,2025/6/2,13:31:30,0.25,1026.54,-0.73,9.47,0.49,-0.00,-0.08,0.11,0
85931,-22.590942,-42.764538,12,11.70,2025/6/2,13:31:31,0.20,1026.55,-0.70,9.57,0.27,-0.04,-0.00,-0.02,0
86190,-22.590942,-42.764538,12,11.80,2025/6/2,13:31:31,0.31,1026.53,-0.62,9.39,0.43,-0.01,0.00,0.02,0
86479,-22.590942,-42.764538,12,11.80,2025/6/2,13:31:31,0.32,1026.53,-0.54,9.65,0.35,-0.06,0.01,0.10,0
86714,-22.590942,-42.764538,12,11.80,2025/6/2,13:31:31,0.21,1026.55,-0.71,9.44,0.51,-0.03,-0.01,0.03,0
86954,-22.590941,-42.764538,12,11.80,2025/6/2,13:31:32,0.45,1026.52,-0.51,9.36,0.43,0.00,-0.05,-0.07,0
87294,-22.590941,-42.764538,12,11.80,2025/6/2,13:31:32,0.13,1026.56,-0.77,9.48,0.37,0.07,-0.14,0.09,0
87524,-22.590941,-42.764538,12,11.80,2025/6/2,13:31:32,0.38,1026.53,-0.68,9.40,0.38,-0.00,0.01,0.00,0
87744,-22.590941,-42.764538,12,11.80,2025/6/2,13:31:32,0.28,1026.54,-0.57,9.49,0.50,-0.05,-0.02,0.02,0
87972,-22.590940,-42.764538,12,11.90,2025/6/2,13:31:33,0.42,1026.52,-0.58,9.53,0.32,0.01,-0.10,-0.06,0
88204,-22.590940,-42.764538,12,11.90,2025/6/2,13:31:33,0.23,1026.54,-0.71,9.34,0.47,-0.00,-0.08,0.05,0
88439,-22.590940,-42.764538,12,11.90,2025/6/2,13:31:33,0.32,1026.53,-0.79,9.62,0.62,-0.07,-0.05,0.02,0
88677,-22.590940,-42.764538,12,11.90,2025/6/2,13:31:33,0.25,1026.54,-0.85,9.38,0.31,0.01,-0.01,0.02,0
88904,-22.590940,-42.764538,12,11.90,2025/6/2,13:31:34,0.43,1026.52,-0.74,9.26,0.36,0.05,-0.03,0.05,0
89136,-22.590940,-42.764538,12,11.90,2025/6/2,13:31:34,0.50,1026.51,-0.68,9.40,0.21,-0.08,-0.03,0.04,0
89375,-22.590940,-42.764538,12,11.90,2025/6/2,13:31:34,0.31,1026.53,-0.64,9.62,0.59,0.01,0.04,0.12,0
89613,-22.590940,-42.764538,12,11.90,2025/6/2,13:31:34,0.34,1026.53,-0.38,9.07,0.18,-0.21,0.03,0.05,0
89847,-22.590940,-42.764538,12,11.90,2025/6/2,13:31:34,0.46,1026.52,-0.72,9.61,0.49,0.23,-0.13,0.06,0
90082,-22.590939,-42.764538,12,11.90,2025/6/2,13:31:35,0.36,1026.53,-0.30,9.25,0.36,-0.06,0.13,0.16,0
90325,-22.590939,-42.764538,12,11.90,2025/6/2,13:31:35,0.38,1026.53,-0.25,9.86,0.32,-0.13,0.07,-0.02,0
90571,-22.590939,-42.764538,12,11.90,2025/6/2,13:31:35,0.31,1026.53,-0.21,9.52,0.31,0.06,-0.06,0.03,0
90804,-22.590939,-42.764538,12,11.90,2025/6/2,13:31:35,0.39,1026.52,-0.09,9.53,0.19,0.00,-0.13,0.04,0
91144,-22.590939,-42.764538,12,11.90,2025/6/2,13:31:36,0.30,1026.54,-0.24,9.40,-0.15,0.04,-0.17,0.04,0
91385,-22.590939,-42.764538,12,11.90,2025/6/2,13:31:36,0.37,1026.53,0.04,9.45,-0.23,0.06,-0.09,-0.06,0
91629,-22.590939,-42.764538,12,11.90,2025/6/2,13:31:36,0.24,1026.54,-0.19,9.54,-0.27,0.05,-0.11,0.22,0
91872,-22.590938,-42.764538,12,11.90,2025/6/2,13:31:37,0.28,1026.54,0.14,9.35,-0.28,-0.01,0.01,0.09,0
92107,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:37,0.32,1026.53,0.58,9.70,-0.74,0.11,-0.31,0.01,0
92343,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:37,0.27,1026.54,0.37,9.41,0.00,-0.10,-0.09,0.08,0
92594,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:37,0.19,1026.55,0.08,9.49,-0.84,0.06,0.04,-0.19,0
92836,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:37,0.22,1026.55,0.38,9.45,-0.80,-0.02,0.30,0.24,0
93085,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:38,0.19,1026.55,0.39,9.51,-0.42,-0.04,0.02,-0.05,0
93334,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:38,0.59,1026.50,0.76,9.78,-0.65,0.01,-0.12,0.02,0
93578,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:38,0.41,1026.52,0.38,9.80,-0.73,-0.07,-0.16,0.03,0
93828,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:38,0.55,1026.50,0.62,9.77,-0.71,0.01,0.03,-0.02,0
94077,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:39,0.40,1026.52,0.22,9.50,-0.61,-0.02,-0.02,-0.14,0
94336,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:39,0.31,1026.53,0.19,9.59,-0.62,-0.08,0.11,0.02,0
94589,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:39,0.44,1026.52,0.05,9.48,-0.90,0.04,0.02,-0.05,0
94835,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:39,0.31,1026.53,-0.03,9.52,-0.65,-0.16,-0.01,0.11,0
95194,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:40,0.20,1026.55,-0.15,9.81,-0.54,-0.02,-0.03,-0.05,0
95448,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:40,0.56,1026.50,-0.16,9.49,-0.45,0.00,0.02,0.09,0
95690,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:40,0.17,1026.55,-0.04,9.65,-0.57,-0.02,0.03,-0.01,0
95942,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:41,0.17,1026.55,-0.12,9.57,-0.61,-0.06,-0.04,0.05,0
96193,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:41,0.23,1026.54,-0.17,9.50,-0.62,-0.00,0.03,0.01,0
96486,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:41,0.36,1026.53,0.03,9.62,-0.67,-0.00,-0.08,0.04,0
96719,-22.590938,-42.764538,12,12.00,2025/6/2,13:31:41,0.27,1026.54,-0.08,9.56,-0.59,-0.01,-0.09,0.09,0
96950,-22.590938,-42.764539,12,12.00,2025/6/2,13:31:42,0.56,1026.52,-0.11,9.67,-0.57,-0.04,-0.02,0.00,0
97182,-22.590938,-42.764539,12,12.00,2025/6/2,13:31:42,0.58,1026.50,-0.01,9.53,-0.55,-0.02,-0.01,0.01,0
97419,-22.590938,-42.764539,12,12.00,2025/6/2,13:31:42,0.56,1026.50,-0.06,9.68,-0.61,-0.04,-0.03,0.06,0
97659,-22.590938,-42.764539,12,12.00,2025/6/2,13:31:42,0.61,1026.50,0.04,9.66,-0.65,-0.05,-0.01,0.02,0
97895,-22.590938,-42.764539,12,12.00,2025/6/2,13:31:43,0.44,1026.52,-0.19,9.72,-0.72,-0.03,-0.15,0.12,0
98139,-22.590938,-42.764539,12,12.00,2025/6/2,13:31:43,0.25,1026.54,0.35,8.91,-0.96,-0.09,-0.02,0.08,0
98384,-22.590938,-42.764539,12,12.00,2025/6/2,13:31:43,0.55,1026.50,-0.15,8.82,-0.67,0.18,-0.31,-0.11,0
98623,-22.590938,-42.764539,12,12.00,2025/6/2,13:31:43,0.43,1026.52,-0.09,9.21,-0.73,0.06,-0.10,0.02,0
98860,-22.590938,-42.764539,12,12.00,2025/6/2,13:31:44,0.43,1026.52,0.17,10.01,-0.67,-0.10,-0.05,0.12,0
99202,-22.590938,-42.764539,12,12.00,2025/6/2,13:31:44,0.45,1026.52,1.66,9.82,1.51,-0.28,0.16,0.69,0
99438,-22.590938,-42.764539,12,12.00,2025/6/2,13:31:44,0.74,1026.51,2.08,8.27,0.71,0.36,0.01,0.24,0
99668,-22.590938,-42.764539,12,12.00,2025/6/2,13:31:44,0.79,1026.48,1.97,10.24,0.47,-0.15,-0.44,0.22,0
99902,-22.590937,-42.764540,12,12.00,2025/6/2,13:31:45,0.67,1026.49,2.22,9.51,0.78,0.00,0.11,-0.40,0
100134,-22.590937,-42.764540,12,12.10,2025/6/2,13:31:45,0.42,1026.52,1.57,9.45,1.28,0.17,0.12,-0.19,0
100378,-22.590937,-42.764540,12,12.10,2025/6/2,13:31:45,0.68,1026.49,1.16,9.07,0.94,-0.16,0.13,0.01,0
100614,-22.590937,-42.764540,12,12.10,2025/6/2,13:31:45,0.85,1026.47,1.43,9.41,1.23,0.02,-0.01,-0.04,0
100853,-22.590937,-42.764540,12,12.10,2025/6/2,13:31:45,0.50,1026.51,1.23,9.40,1.21,-0.04,0.01,-0.02,0
101097,-22.590937,-42.764540,12,12.10,2025/6/2,13:31:46,0.72,1026.48,1.07,9.56,0.86,0.23,-0.11,-0.12,0
101338,-22.590937,-42.764540,12,12.10,2025/6/2,13:31:46,0.53,1026.51,1.44,9.42,0.99,0.24,-0.42,0.47,0
101578,-22.590937,-42.764540,12,12.10,2025/6/2,13:31:46,0.46,1026.52,1.55,9.23,-0.72,0.24,-0.24,-0.27,0
101819,-22.590937,-42.764540,12,12.10,2025/6/2,13:31:46,0.48,1026.51,2.02,9.74,-0.66,-0.07,-0.21,0.45,0
102065,-22.590937,-42.764541,12,12.20,2025/6/2,13:31:47,0.70,1026.49,1.98,9.53,-0.80,0.17,-0.10,-0.36,0
102322,-22.590937,-42.764541,12,12.20,2025/6/2,13:31:47,0.58,1026.50,1.48,9.47,-0.61,-0.27,0.10,0.17,0
102578,-22.590937,-42.764541,12,12.20,2025/6/2,13:31:47,0.53,1026.51,1.77,9.54,-0.53,0.14,-0.42,0.01,0
102827,-22.590937,-42.764541,12,12.20,2025/6/2,13:31:47,0.72,1026.48,2.15,9.32,0.09,-0.36,0.06,0.15,0
